
PLAYER	TEAM	DATE	MATCHUP	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-
Clint Capela	HOU	05/24/2018	HOU vs. GSW	W	27	12	5	6	83.3	0	0	-	2	5	40.0	3	11	14	0	0	2	1	3	6
Quinn Cook	GSW	05/24/2018	GSW @ HOU	L	8	0	0	3	0.0	0	3	0.0	0	0	-	0	1	1	1	0	0	0	1	5
Gerald Green	HOU	05/24/2018	HOU vs. GSW	W	16	9	3	5	60.0	3	5	60.0	0	0	-	0	1	1	0	0	0	1	1	5
Jordan Bell	GSW	05/24/2018	GSW @ HOU	L	14	2	1	1	100.0	0	0	-	0	0	-	1	3	4	1	0	0	1	2	-3
Larry Nance Jr.	CLE	05/23/2018	CLE @ BOS	L	17	2	1	1	100.0	0	0	-	0	2	0.0	2	4	6	2	0	4	2	1	-2
Marcus Smart	BOS	05/23/2018	BOS vs. CLE	W	23	13	5	9	55.6	3	6	50.0	0	0	-	0	4	4	4	1	0	0	0	10
Jose Calderon	CLE	05/23/2018	CLE @ BOS	L	3	0	0	0	-	0	0	-	0	0	-	0	2	2	2	0	0	0	1	6
Jordan Clarkson	CLE	05/23/2018	CLE @ BOS	L	15	8	3	10	30.0	2	7	28.6	0	0	-	0	2	2	0	0	0	0	1	2
Kyle Korver	CLE	05/23/2018	CLE @ BOS	L	19	7	2	6	33.3	2	5	40.0	1	1	100.0	0	0	0	1	0	0	0	2	0
Cedi Osman	CLE	05/23/2018	CLE @ BOS	L	3	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	5
Guerschon Yabusele	BOS	05/23/2018	BOS vs. CLE	W	3	0	0	2	0.0	0	2	0.0	0	0	-	0	0	0	1	0	0	0	1	-6
Ante Zizic	CLE	05/23/2018	CLE @ BOS	L	3	3	1	1	100.0	0	0	-	1	2	50.0	0	0	0	0	0	1	0	0	6
Terry Rozier	BOS	05/23/2018	BOS vs. CLE	W	34	8	3	15	20.0	1	7	14.3	1	1	100.0	0	6	6	6	3	0	1	3	3
Marcus Morris	BOS	05/23/2018	BOS vs. CLE	W	37	13	5	13	38.5	3	6	50.0	0	0	-	1	5	6	0	1	0	1	3	14
JR Smith	CLE	05/23/2018	CLE @ BOS	L	26	2	1	6	16.7	0	4	0.0	0	0	-	0	0	0	1	0	0	1	5	-19
Abdel Nader	BOS	05/23/2018	BOS vs. CLE	W	3	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-6
LeBron James	CLE	05/23/2018	CLE @ BOS	L	39	26	11	22	50.0	1	6	16.7	3	4	75.0	0	10	10	5	1	0	6	2	-11
Aron Baynes	BOS	05/23/2018	BOS vs. CLE	W	29	6	3	7	42.9	0	1	0.0	0	0	-	2	5	7	0	0	3	0	3	2
Jaylen Brown	BOS	05/23/2018	BOS vs. CLE	W	35	17	4	15	26.7	2	8	25.0	7	8	87.5	1	2	3	2	0	1	2	4	7
Rodney Hood	CLE	05/23/2018	CLE @ BOS	L	3	5	2	3	66.7	1	2	50.0	0	0	-	0	0	0	1	0	0	0	0	3
Tristan Thompson	CLE	05/23/2018	CLE @ BOS	L	26	1	0	3	0.0	0	1	0.0	1	2	50.0	1	5	6	1	0	0	0	2	-15
Kevin Love	CLE	05/23/2018	CLE @ BOS	L	31	14	6	13	46.2	2	7	28.6	0	0	-	0	7	7	2	2	1	2	2	-23
George Hill	CLE	05/23/2018	CLE @ BOS	L	30	7	1	5	20.0	0	0	-	5	6	83.3	0	1	1	2	0	1	2	2	-21
Jeff Green	CLE	05/23/2018	CLE @ BOS	L	26	8	3	4	75.0	1	2	50.0	1	2	50.0	0	5	5	0	0	0	2	1	4
Al Horford	BOS	05/23/2018	BOS vs. CLE	W	35	15	4	9	44.4	1	2	50.0	6	6	100.0	3	9	12	1	1	0	2	2	22
Jayson Tatum	BOS	05/23/2018	BOS vs. CLE	W	41	24	7	15	46.7	3	7	42.9	7	8	87.5	0	7	7	4	4	2	2	3	19
Draymond Green	GSW	05/22/2018	GSW vs. HOU	L	45	11	4	8	50.0	0	2	0.0	3	4	75.0	4	9	13	8	2	1	5	3	-3
Trevor Ariza	HOU	05/22/2018	HOU @ GSW	W	41	9	2	4	50.0	2	3	66.7	3	4	75.0	1	2	3	1	1	1	2	4	-5
Shaun Livingston	GSW	05/22/2018	GSW vs. HOU	L	15	4	2	5	40.0	0	0	-	0	0	-	1	2	3	0	1	0	4	4	-15
Kevon Looney	GSW	05/22/2018	GSW vs. HOU	L	26	4	2	6	33.3	0	0	-	0	0	-	6	0	6	1	0	1	0	5	-1
Jordan Bell	GSW	05/22/2018	GSW vs. HOU	L	18	6	3	4	75.0	0	0	-	0	0	-	2	3	5	0	1	1	0	3	1
Clint Capela	HOU	05/22/2018	HOU @ GSW	W	24	8	2	5	40.0	0	0	-	4	5	80.0	1	12	13	0	0	2	2	3	-9
James Harden	HOU	05/22/2018	HOU @ GSW	W	43	30	11	26	42.3	3	12	25.0	5	5	100.0	2	2	4	4	3	2	2	3	-5
Kevin Durant	GSW	05/22/2018	GSW vs. HOU	L	43	27	9	24	37.5	1	5	20.0	8	8	100.0	1	11	12	3	0	0	2	1	2
Stephen Curry	GSW	05/22/2018	GSW vs. HOU	L	39	28	10	26	38.5	6	13	46.2	2	2	100.0	0	6	6	2	2	0	3	3	10
Quinn Cook	GSW	05/22/2018	GSW vs. HOU	L	2	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	1	-2
PJ Tucker	HOU	05/22/2018	HOU @ GSW	W	44	4	0	4	0.0	0	2	0.0	4	4	100.0	4	12	16	2	2	1	0	3	7
Chris Paul	HOU	05/22/2018	HOU @ GSW	W	42	27	10	20	50.0	5	9	55.6	2	4	50.0	0	2	2	4	1	0	3	4	5
Klay Thompson	GSW	05/22/2018	GSW vs. HOU	L	39	10	4	13	30.8	2	5	40.0	0	0	-	2	2	4	0	0	0	1	3	7
Nick Young	GSW	05/22/2018	GSW vs. HOU	L	13	2	1	3	33.3	0	2	0.0	0	0	-	0	0	0	0	0	0	1	1	-14
Eric Gordon	HOU	05/22/2018	HOU @ GSW	W	35	14	4	14	28.6	1	8	12.5	5	5	100.0	0	1	1	1	0	1	1	2	8
Gerald Green	HOU	05/22/2018	HOU @ GSW	W	12	3	1	4	25.0	1	4	25.0	0	0	-	0	2	2	0	0	2	0	0	14
Jordan Clarkson	CLE	05/21/2018	CLE vs. BOS	W	4	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	1	0	-5
Kyle Korver	CLE	05/21/2018	CLE vs. BOS	W	25	14	4	7	57.1	2	5	40.0	4	4	100.0	0	4	4	0	0	3	0	5	0
Larry Nance Jr.	CLE	05/21/2018	CLE vs. BOS	W	10	7	1	1	100.0	0	0	-	5	7	71.4	2	1	3	1	1	2	0	0	7
JR Smith	CLE	05/21/2018	CLE vs. BOS	W	33	9	3	9	33.3	3	6	50.0	0	0	-	0	3	3	3	0	0	1	2	8
Marcus Smart	BOS	05/21/2018	BOS @ CLE	L	31	8	2	8	25.0	1	5	20.0	3	4	75.0	0	5	5	5	2	1	5	5	-4
Aron Baynes	BOS	05/21/2018	BOS @ CLE	L	16	8	2	3	66.7	0	0	-	4	6	66.7	5	2	7	0	0	1	0	2	-1
LeBron James	CLE	05/21/2018	CLE vs. BOS	W	42	44	17	28	60.7	1	4	25.0	9	13	69.2	1	4	5	3	2	0	7	3	9
Kevin Love	CLE	05/21/2018	CLE vs. BOS	W	29	9	3	12	25.0	1	4	25.0	2	2	100.0	2	9	11	3	0	0	6	5	5
Jaylen Brown	BOS	05/21/2018	BOS @ CLE	L	40	25	10	23	43.5	2	6	33.3	3	3	100.0	1	5	6	2	2	0	0	5	-8
Jayson Tatum	BOS	05/21/2018	BOS @ CLE	L	38	17	5	13	38.5	0	1	0.0	7	8	87.5	1	1	2	1	0	0	2	3	-14
Marcus Morris	BOS	05/21/2018	BOS @ CLE	L	24	10	4	8	50.0	1	2	50.0	1	2	50.0	2	1	3	1	1	0	2	5	-9
Jeff Green	CLE	05/21/2018	CLE vs. BOS	W	20	2	1	5	20.0	0	1	0.0	0	0	-	1	4	5	0	0	1	2	4	5
Al Horford	BOS	05/21/2018	BOS @ CLE	L	42	15	5	13	38.5	1	3	33.3	4	4	100.0	0	7	7	1	1	1	0	1	2
Cedi Osman	CLE	05/21/2018	CLE vs. BOS	W	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-2
George Hill	CLE	05/21/2018	CLE vs. BOS	W	38	13	6	9	66.7	1	3	33.3	0	1	0.0	1	3	4	3	2	0	0	3	9
Semi Ojeleye	BOS	05/21/2018	BOS @ CLE	L	9	3	1	2	50.0	1	2	50.0	0	0	-	0	1	1	0	0	0	0	2	-14
Tristan Thompson	CLE	05/21/2018	CLE vs. BOS	W	38	13	6	10	60.0	0	0	-	1	2	50.0	2	10	12	2	1	2	1	1	9
Terry Rozier	BOS	05/21/2018	BOS @ CLE	L	39	16	6	15	40.0	3	9	33.3	1	3	33.3	0	6	6	11	3	0	0	3	3
Clint Capela	HOU	05/20/2018	HOU @ GSW	L	22	13	6	9	66.7	0	0	-	1	2	50.0	4	4	8	1	0	1	0	2	-10
PJ Tucker	HOU	05/20/2018	HOU @ GSW	L	33	6	2	5	40.0	2	3	66.7	0	0	-	1	5	6	1	0	0	2	3	-19
Kevon Looney	GSW	05/20/2018	GSW vs. HOU	W	16	4	2	3	66.7	0	0	-	0	0	-	2	3	5	0	0	2	0	5	12
JaVale McGee	GSW	05/20/2018	GSW vs. HOU	W	3	4	2	2	100.0	0	0	-	0	0	-	0	1	1	0	0	0	0	0	7
James Harden	HOU	05/20/2018	HOU @ GSW	L	33	20	7	16	43.8	2	6	33.3	4	5	80.0	0	5	5	9	1	1	4	2	-19
Eric Gordon	HOU	05/20/2018	HOU @ GSW	L	31	11	4	13	30.8	2	8	25.0	1	1	100.0	1	1	2	1	0	0	3	1	-33
Gerald Green	HOU	05/20/2018	HOU @ GSW	L	20	9	3	10	30.0	2	6	33.3	1	1	100.0	0	2	2	0	0	1	1	2	-12
Zaza Pachulia	GSW	05/20/2018	GSW vs. HOU	W	3	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	7
Klay Thompson	GSW	05/20/2018	GSW vs. HOU	W	35	13	6	14	42.9	1	3	33.3	0	0	-	0	1	1	3	1	2	3	1	21
Shaun Livingston	GSW	05/20/2018	GSW vs. HOU	W	16	9	4	9	44.4	0	0	-	1	2	50.0	2	2	4	1	1	0	1	1	10
Tarik Black	HOU	05/20/2018	HOU @ GSW	L	5	0	0	0	-	0	0	-	0	0	-	1	0	1	1	0	0	1	1	-12
Quinn Cook	GSW	05/20/2018	GSW vs. HOU	W	5	11	4	4	100.0	2	2	100.0	1	1	100.0	0	0	0	0	2	0	1	0	12
Andre Iguodala	GSW	05/20/2018	GSW vs. HOU	W	27	10	4	6	66.7	0	0	-	2	2	100.0	1	2	3	3	3	1	0	0	26
Chris Paul	HOU	05/20/2018	HOU @ GSW	L	33	13	5	16	31.3	2	8	25.0	1	2	50.0	1	9	10	4	1	2	2	4	-18
Kevin Durant	GSW	05/20/2018	GSW vs. HOU	W	35	25	9	19	47.4	3	8	37.5	4	4	100.0	2	4	6	6	1	0	0	0	27
Joe Johnson	HOU	05/20/2018	HOU @ GSW	L	8	4	2	3	66.7	0	0	-	0	0	-	0	2	2	0	0	0	2	0	-19
Draymond Green	GSW	05/20/2018	GSW vs. HOU	W	37	10	3	9	33.3	1	4	25.0	3	3	100.0	2	15	17	6	2	1	1	4	26
Nick Young	GSW	05/20/2018	GSW vs. HOU	W	18	5	1	3	33.3	1	3	33.3	2	2	100.0	0	3	3	0	0	0	0	1	20
Trevor Ariza	HOU	05/20/2018	HOU @ GSW	L	36	6	2	6	33.3	0	2	0.0	2	2	100.0	1	2	3	2	0	0	2	3	-23
Jordan Bell	GSW	05/20/2018	GSW vs. HOU	W	10	0	0	0	-	0	0	-	0	0	-	0	3	3	0	1	0	1	2	13
Stephen Curry	GSW	05/20/2018	GSW vs. HOU	W	34	35	13	23	56.5	5	12	41.7	4	4	100.0	2	4	6	1	0	1	1	2	24
Ryan Anderson	HOU	05/20/2018	HOU @ GSW	L	5	0	0	1	0.0	0	0	-	0	0	-	1	0	1	0	1	0	1	1	-12
Luc Mbah a Moute	HOU	05/20/2018	HOU @ GSW	L	15	3	1	2	50.0	1	1	100.0	0	0	-	0	1	1	0	0	0	1	0	-28
Kevin Love	CLE	05/19/2018	CLE vs. BOS	W	30	13	4	12	33.3	1	4	25.0	4	4	100.0	2	12	14	4	1	0	4	3	24
Abdel Nader	BOS	05/19/2018	BOS @ CLE	L	7	2	1	5	20.0	0	1	0.0	0	0	-	0	1	1	0	0	0	1	0	-1
Terry Rozier	BOS	05/19/2018	BOS @ CLE	L	28	13	5	12	41.7	1	4	25.0	2	2	100.0	0	3	3	2	1	0	2	3	-20
Jaylen Brown	BOS	05/19/2018	BOS @ CLE	L	21	10	3	8	37.5	2	3	66.7	2	2	100.0	0	2	2	1	0	1	3	5	-21
Jordan Clarkson	CLE	05/19/2018	CLE vs. BOS	W	18	9	3	11	27.3	3	7	42.9	0	0	-	1	0	1	0	0	1	0	3	6
Kyle Korver	CLE	05/19/2018	CLE vs. BOS	W	20	14	5	5	100.0	4	4	100.0	0	0	-	0	2	2	0	0	0	2	2	8
Jayson Tatum	BOS	05/19/2018	BOS @ CLE	L	31	18	6	10	60.0	0	1	0.0	6	8	75.0	0	1	1	1	0	1	1	2	-11
Larry Nance Jr.	CLE	05/19/2018	CLE vs. BOS	W	21	8	4	4	100.0	0	0	-	0	0	-	1	5	6	3	3	0	2	3	5
Aron Baynes	BOS	05/19/2018	BOS @ CLE	L	24	7	3	7	42.9	1	1	100.0	0	0	-	4	2	6	1	0	2	1	3	-12
Ante Zizic	CLE	05/19/2018	CLE vs. BOS	W	5	2	0	2	0.0	0	0	-	2	2	100.0	0	2	2	0	0	0	1	0	2
George Hill	CLE	05/19/2018	CLE vs. BOS	W	30	13	4	11	36.4	3	9	33.3	2	4	50.0	0	3	3	2	1	0	0	3	24
Greg Monroe	BOS	05/19/2018	BOS @ CLE	L	16	10	4	5	80.0	0	0	-	2	4	50.0	1	4	5	0	0	0	2	2	-7
Semi Ojeleye	BOS	05/19/2018	BOS @ CLE	L	20	2	1	5	20.0	0	2	0.0	0	0	-	0	0	0	1	1	0	0	1	-7
Jeff Green	CLE	05/19/2018	CLE vs. BOS	W	19	6	2	4	50.0	0	2	0.0	2	2	100.0	0	0	0	1	1	0	0	2	5
Jose Calderon	CLE	05/19/2018	CLE vs. BOS	W	5	0	0	1	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	0	2
Cedi Osman	CLE	05/19/2018	CLE vs. BOS	W	7	3	1	1	100.0	0	0	-	1	2	50.0	0	0	0	1	1	0	0	0	1
JR Smith	CLE	05/19/2018	CLE vs. BOS	W	26	11	3	8	37.5	3	4	75.0	2	2	100.0	0	5	5	0	0	0	2	3	20
Al Horford	BOS	05/19/2018	BOS @ CLE	L	30	7	2	4	50.0	1	2	50.0	2	2	100.0	0	7	7	4	0	0	1	2	-23
Guerschon Yabusele	BOS	05/19/2018	BOS @ CLE	L	11	1	0	1	0.0	0	1	0.0	1	2	50.0	0	4	4	0	0	0	0	2	-1
Tristan Thompson	CLE	05/19/2018	CLE vs. BOS	W	23	10	3	5	60.0	0	0	-	4	4	100.0	3	4	7	0	0	0	0	1	22
Marcus Morris	BOS	05/19/2018	BOS @ CLE	L	26	9	2	8	25.0	1	3	33.3	4	4	100.0	1	4	5	0	0	0	1	3	-28
LeBron James	CLE	05/19/2018	CLE vs. BOS	W	38	27	8	12	66.7	3	3	100.0	8	10	80.0	1	4	5	12	2	2	3	3	31
Marcus Smart	BOS	05/19/2018	BOS @ CLE	L	26	7	2	9	22.2	0	4	0.0	3	4	75.0	0	0	0	6	2	0	3	2	-19
PJ Tucker	HOU	05/16/2018	HOU vs. GSW	W	36	22	8	9	88.9	5	6	83.3	1	2	50.0	1	6	7	4	1	0	1	4	22
Stephen Curry	GSW	05/16/2018	GSW @ HOU	L	34	16	7	19	36.8	1	8	12.5	1	1	100.0	0	7	7	7	0	0	2	3	-20
Gerald Green	HOU	05/16/2018	HOU vs. GSW	W	15	3	1	2	50.0	0	1	0.0	1	2	50.0	0	2	2	0	0	0	1	2	9
Aaron Jackson	HOU	05/16/2018	HOU vs. GSW	W	4	4	2	3	66.7	0	1	0.0	0	0	-	2	0	2	0	0	0	1	1	-4
Jordan Bell	GSW	05/16/2018	GSW @ HOU	L	6	1	0	2	0.0	0	0	-	1	2	50.0	0	3	3	0	0	1	0	0	2
Eric Gordon	HOU	05/16/2018	HOU vs. GSW	W	33	27	8	15	53.3	6	9	66.7	5	5	100.0	0	3	3	2	1	1	0	0	29
Tarik Black	HOU	05/16/2018	HOU vs. GSW	W	4	2	1	2	50.0	0	0	-	0	0	-	1	1	2	0	0	0	0	2	-4
Kevin Durant	GSW	05/16/2018	GSW @ HOU	L	35	38	13	22	59.1	3	7	42.9	9	9	100.0	1	2	3	0	0	0	5	5	-28
Nick Young	GSW	05/16/2018	GSW @ HOU	L	17	6	2	6	33.3	2	6	33.3	0	0	-	1	0	1	2	0	0	0	3	0
Draymond Green	GSW	05/16/2018	GSW @ HOU	L	37	6	2	5	40.0	0	2	0.0	2	2	100.0	0	6	6	6	2	2	4	4	-24
Klay Thompson	GSW	05/16/2018	GSW @ HOU	L	37	8	3	11	27.3	2	4	50.0	0	0	-	0	2	2	2	2	0	0	1	-24
Kevon Looney	GSW	05/16/2018	GSW @ HOU	L	11	4	2	4	50.0	0	0	-	0	0	-	3	2	5	0	1	1	1	1	-2
Trevor Ariza	HOU	05/16/2018	HOU vs. GSW	W	36	19	7	9	77.8	1	3	33.3	4	4	100.0	2	2	4	6	2	0	0	3	26
Clint Capela	HOU	05/16/2018	HOU vs. GSW	W	31	5	2	3	66.7	0	0	-	1	5	20.0	3	7	10	1	0	0	3	3	12
Ryan Anderson	HOU	05/16/2018	HOU vs. GSW	W	4	0	0	0	-	0	0	-	0	0	-	0	0	0	1	0	0	0	0	-4
Shaun Livingston	GSW	05/16/2018	GSW @ HOU	L	18	5	2	3	66.7	0	0	-	1	2	50.0	1	0	1	2	0	0	0	1	2
Chris Paul	HOU	05/16/2018	HOU vs. GSW	W	34	16	6	14	42.9	1	5	20.0	3	3	100.0	0	4	4	6	3	0	3	5	13
Luc Mbah a Moute	HOU	05/16/2018	HOU vs. GSW	W	7	2	1	5	20.0	0	1	0.0	0	0	-	1	0	1	0	0	0	0	0	-7
Quinn Cook	GSW	05/16/2018	GSW @ HOU	L	5	7	2	3	66.7	1	2	50.0	2	2	100.0	0	1	1	0	0	0	0	0	6
Joe Johnson	HOU	05/16/2018	HOU vs. GSW	W	4	0	0	2	0.0	0	1	0.0	0	0	-	0	2	2	0	0	0	0	1	-4
David West	GSW	05/16/2018	GSW @ HOU	L	6	4	2	4	50.0	0	0	-	0	0	-	0	0	0	0	0	0	0	2	-6
Zaza Pachulia	GSW	05/16/2018	GSW @ HOU	L	5	5	2	2	100.0	0	0	-	1	2	50.0	1	0	1	1	1	0	0	0	6
James Harden	HOU	05/16/2018	HOU vs. GSW	W	34	27	9	24	37.5	3	15	20.0	6	6	100.0	0	10	10	3	1	0	4	3	22
Andre Iguodala	GSW	05/16/2018	GSW @ HOU	L	27	5	2	4	50.0	0	1	0.0	1	2	50.0	2	4	6	1	0	0	3	2	-22
Jaylen Brown	BOS	05/15/2018	BOS vs. CLE	W	35	23	9	18	50.0	3	8	37.5	2	4	50.0	2	4	6	3	1	0	1	2	10
LeBron James	CLE	05/15/2018	CLE @ BOS	L	39	42	16	29	55.2	5	11	45.5	5	10	50.0	1	9	10	12	0	1	6	3	-9
Jayson Tatum	BOS	05/15/2018	BOS vs. CLE	W	32	11	5	12	41.7	1	3	33.3	0	0	-	0	3	3	2	1	0	2	3	1
Rodney Hood	CLE	05/15/2018	CLE @ BOS	L	11	2	1	2	50.0	0	0	-	0	0	-	0	2	2	1	0	0	1	1	-7
Jose Calderon	CLE	05/15/2018	CLE @ BOS	L	2	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	1
Aron Baynes	BOS	05/15/2018	BOS vs. CLE	W	17	9	4	7	57.1	1	1	100.0	0	0	-	2	4	6	1	0	0	0	0	2
George Hill	CLE	05/15/2018	CLE @ BOS	L	33	3	1	4	25.0	0	2	0.0	1	2	50.0	1	1	2	1	0	2	0	3	-6
Al Horford	BOS	05/15/2018	BOS vs. CLE	W	37	15	5	13	38.5	1	4	25.0	4	5	80.0	3	7	10	4	2	2	0	0	14
Abdel Nader	BOS	05/15/2018	BOS vs. CLE	W	1	2	1	1	100.0	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0
Cedi Osman	CLE	05/15/2018	CLE @ BOS	L	2	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	1
Semi Ojeleye	BOS	05/15/2018	BOS vs. CLE	W	9	2	0	0	-	0	0	-	2	2	100.0	0	4	4	0	0	0	0	1	1
Greg Monroe	BOS	05/15/2018	BOS vs. CLE	W	6	4	1	2	50.0	0	0	-	2	2	100.0	0	1	1	0	0	0	0	1	1
Kyle Korver	CLE	05/15/2018	CLE @ BOS	L	21	11	4	8	50.0	2	5	40.0	1	1	100.0	0	1	1	0	0	0	0	0	-5
Terry Rozier	BOS	05/15/2018	BOS vs. CLE	W	36	18	7	16	43.8	2	8	25.0	2	2	100.0	0	6	6	2	0	0	1	3	6
Kevin Love	CLE	05/15/2018	CLE @ BOS	L	35	22	9	18	50.0	2	6	33.3	2	2	100.0	2	13	15	2	0	0	1	4	-10
Jeff Green	CLE	05/15/2018	CLE @ BOS	L	28	6	2	5	40.0	1	3	33.3	1	2	50.0	0	2	2	1	0	2	5	3	-17
Larry Nance Jr.	CLE	05/15/2018	CLE @ BOS	L	11	0	0	1	0.0	0	0	-	0	0	-	0	3	3	0	2	0	0	2	-2
JR Smith	CLE	05/15/2018	CLE @ BOS	L	27	0	0	7	0.0	0	4	0.0	0	0	-	0	3	3	1	0	0	0	2	-6
Guerschon Yabusele	BOS	05/15/2018	BOS vs. CLE	W	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	2
Marcus Smart	BOS	05/15/2018	BOS vs. CLE	W	31	11	3	9	33.3	1	3	33.3	4	4	100.0	3	2	5	9	4	0	0	3	21
Tristan Thompson	CLE	05/15/2018	CLE @ BOS	L	30	8	4	6	66.7	0	0	-	0	0	-	4	3	7	0	0	0	2	3	-5
Marcus Morris	BOS	05/15/2018	BOS vs. CLE	W	34	12	5	14	35.7	1	4	25.0	1	1	100.0	1	4	5	3	0	0	1	5	7
Eric Gordon	HOU	05/14/2018	HOU vs. GSW	L	34	15	6	13	46.2	3	7	42.9	0	0	-	0	5	5	3	0	0	4	1	-10
Clint Capela	HOU	05/14/2018	HOU vs. GSW	L	30	12	6	7	85.7	0	0	-	0	0	-	1	5	6	3	1	2	0	0	-3
Shaun Livingston	GSW	05/14/2018	GSW @ HOU	W	14	7	3	5	60.0	0	0	-	1	1	100.0	0	5	5	0	0	0	0	0	3
Stephen Curry	GSW	05/14/2018	GSW @ HOU	W	35	18	8	15	53.3	1	5	20.0	1	2	50.0	1	5	6	8	2	1	1	5	5
Luc Mbah a Moute	HOU	05/14/2018	HOU vs. GSW	L	17	0	0	6	0.0	0	2	0.0	0	0	-	1	3	4	0	0	0	1	0	-14
Nene	HOU	05/14/2018	HOU vs. GSW	L	6	0	0	1	0.0	0	0	-	0	0	-	0	1	1	0	0	0	0	1	1
Draymond Green	GSW	05/14/2018	GSW @ HOU	W	37	5	1	5	20.0	0	1	0.0	3	4	75.0	0	9	9	9	2	2	3	3	19
Chris Paul	HOU	05/14/2018	HOU vs. GSW	L	38	23	8	17	47.1	2	7	28.6	5	7	71.4	2	9	11	3	1	0	1	4	-7
Ryan Anderson	HOU	05/14/2018	HOU vs. GSW	L	5	0	0	1	0.0	0	1	0.0	0	0	-	0	1	1	0	0	0	0	1	-3
Gerald Green	HOU	05/14/2018	HOU vs. GSW	L	17	6	2	5	40.0	2	4	50.0	0	0	-	1	2	3	0	0	0	1	4	-9
Kevin Durant	GSW	05/14/2018	GSW @ HOU	W	40	37	14	27	51.9	3	6	50.0	6	6	100.0	0	3	3	1	0	1	1	2	11
Nick Young	GSW	05/14/2018	GSW @ HOU	W	15	9	3	5	60.0	3	5	60.0	0	0	-	0	1	1	0	0	0	0	0	4
Kevon Looney	GSW	05/14/2018	GSW @ HOU	W	25	2	1	1	100.0	0	0	-	0	0	-	1	3	4	1	1	0	1	0	6
Trevor Ariza	HOU	05/14/2018	HOU vs. GSW	L	23	8	3	8	37.5	1	5	20.0	1	1	100.0	0	2	2	0	1	0	1	5	-5
PJ Tucker	HOU	05/14/2018	HOU vs. GSW	L	35	1	0	3	0.0	0	2	0.0	1	3	33.3	1	4	5	2	1	1	1	3	-8
James Harden	HOU	05/14/2018	HOU vs. GSW	L	35	41	14	24	58.3	5	9	55.6	8	10	80.0	1	3	4	7	1	0	4	4	-7
Klay Thompson	GSW	05/14/2018	GSW @ HOU	W	42	28	9	18	50.0	6	15	40.0	4	4	100.0	1	3	4	2	2	0	1	2	13
David West	GSW	05/14/2018	GSW @ HOU	W	4	2	1	1	100.0	0	0	-	0	0	-	0	1	1	2	0	0	0	1	4
Andre Iguodala	GSW	05/14/2018	GSW @ HOU	W	28	11	2	3	66.7	0	1	0.0	7	8	87.5	0	4	4	1	2	0	2	4	0
Larry Nance Jr.	CLE	05/13/2018	CLE @ BOS	L	4	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	1	-3
Al Horford	BOS	05/13/2018	BOS vs. CLE	W	27	20	8	10	80.0	2	4	50.0	2	3	66.7	2	2	4	6	0	2	0	1	17
Semi Ojeleye	BOS	05/13/2018	BOS vs. CLE	W	15	3	1	4	25.0	0	3	0.0	1	1	100.0	0	1	1	0	0	0	0	2	-2
Guerschon Yabusele	BOS	05/13/2018	BOS vs. CLE	W	5	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-1
Aron Baynes	BOS	05/13/2018	BOS vs. CLE	W	25	4	2	5	40.0	0	0	-	0	0	-	0	8	8	2	2	1	0	2	17
Jaylen Brown	BOS	05/13/2018	BOS vs. CLE	W	28	23	9	16	56.3	3	5	60.0	2	2	100.0	1	7	8	1	1	1	2	2	14
Tristan Thompson	CLE	05/13/2018	CLE @ BOS	L	21	8	4	6	66.7	0	0	-	0	0	-	4	7	11	1	0	0	1	0	-12
Jordan Clarkson	CLE	05/13/2018	CLE @ BOS	L	16	10	4	11	36.4	1	2	50.0	1	1	100.0	1	2	3	0	1	0	0	0	-7
Ante Zizic	CLE	05/13/2018	CLE @ BOS	L	3	0	0	0	-	0	0	-	0	2	0.0	0	2	2	1	0	0	0	0	-3
Jayson Tatum	BOS	05/13/2018	BOS vs. CLE	W	37	16	6	11	54.5	2	5	40.0	2	2	100.0	1	5	6	3	2	0	2	3	27
Marcus Smart	BOS	05/13/2018	BOS vs. CLE	W	25	9	4	12	33.3	1	5	20.0	0	0	-	0	3	3	6	1	0	2	2	16
Marcus Morris	BOS	05/13/2018	BOS vs. CLE	W	34	21	7	12	58.3	3	4	75.0	4	5	80.0	1	9	10	0	0	0	1	3	25
JR Smith	CLE	05/13/2018	CLE @ BOS	L	29	4	2	9	22.2	0	3	0.0	0	0	-	0	1	1	1	1	0	0	1	-17
